8d7744aa-de6b-43e6-9840-5d9700096556|Changan|UNI-K|เอชอีวี|HEV|hev|ACTIVE|
f9e86228-6eb8-41e6-9d97-271870c75fd0|Changan|UNI-V|1.5ที|1.5T|1-5t|ACTIVE|
444dab6a-1656-431d-a12e-566bd0680824|Chery|Jaecoo J7|เอชอีวี|HEV|hev|ACTIVE|
b8dcfca8-fa14-4ffe-a999-0e3293251dfe|Chery|Jaecoo J7|พีเอชอีวี|PHEV|phev|ACTIVE|
e1e2f7d3-9289-4e3f-8f44-afd5559da239|Chery|Omoda 5|1.5ที|1.5T|1-5t|ACTIVE|
ebf3be2d-f263-40b6-b083-6786cfbb4f86|Chery|Omoda 5|1.5ที ซีวีที|1.5T CVT|1-5t-cvt|ACTIVE|
5cb27a33-559c-4543-9df0-063f204079ed|Chery|Omoda 5 EV|อีวี|EV|ev|ACTIVE|
046aa8ef-3f4c-45d5-8913-ec11c80de912|Chery|Tiggo 8 Pro|1.6ที|1.6T|1-6t|ACTIVE|
0c689291-db3a-48df-97a1-cfe84b6be7e3|Chevrolet|Colorado|2.8 ไฮเКА운ทรี|2.8 High Country|2-8-high-country|ACTIVE|
b3a062ab-2a5c-4d38-87ad-12c83e8e5101|Chevrolet|Trailblazer|1.3ที พรีเมียร์|1.3T Premier|1-3t-premier|ACTIVE|
58d329c3-846e-44e8-8836-6b439c5bccc0|Denza|Z9GT|อีวี|EV|ev|ACTIVE|
352d39d9-c94d-435e-b061-156810e9d40f|Denza|Z9GT|Standard|Standard|denza-z9gt-standard|ACTIVE|BEV
44734465-2a44-438b-9abf-41cbd70258b0|Ford|Everest|2.0 แพลทินั่ม|2.0 Platinum|2-0-platinum|ACTIVE|
0c363c75-d10d-4e34-a5fd-f82c0c4dfdff|Ford|Everest|2.0 ไวลด์แทรค|2.0 Wildtrak|2-0-wildtrak|ACTIVE|
f6df2379-a767-4852-9faf-bef7cb9c701e|Ford|Everest|2.0 เอกซ์ทีแอล|2.0 XLT|2-0-xlt|ACTIVE|
2dea68bd-b06f-4008-badf-a1fae93f0a56|Ford|Maverick|2.0 อีโคบูสต์|2.0 EcoBoost|2-0-ecoboost|ACTIVE|
39a3f5ed-f920-49a1-a3e7-b55839b52caf|Ford|Ranger|2.0 แรปเตอร์|2.0 Raptor|2-0-raptor|ACTIVE|
259d4e40-cd20-401a-9a2d-d52ed90a35f3|Ford|Ranger|2.0 ไวลด์แทรค|2.0 Wildtrak|2-0-wildtrak|ACTIVE|
ff6e983c-9a02-4ede-9e62-113d8e1cee2b|Ford|Ranger|2.0 เอกซ์แอล|2.0 XL|2-0-xl|ACTIVE|
3b3a38af-46a5-403d-b5d0-f8297c05ab1c|Ford|Ranger|2.0 เอกซ์ทีแอล|2.0 XLT|2-0-xlt|ACTIVE|
8443a828-abe7-4657-a34b-a581c277e35d|Ford|Territory|อีโคบูสต์|EcoBoost|ecoboost|ACTIVE|
d0a63198-e9b0-4e0a-a55a-9bbdc3859ba5|Ford|Territory|ไทเทเนียม|Titanium|titanium|ACTIVE|
9ddf9300-0bd5-4799-a16c-8e0df6e82557|Geely|EX5|อีวี|EV|ev|ACTIVE|
b4be46b1-f440-411a-9b07-a379394a7644|Geely|EX5|Standard|Standard|geely-ex5-standard|ACTIVE|BEV
9d69a71f-2d72-4ba3-841d-bb28d78aa651|GWM|Haval H6|เอชอีวี|HEV|hev|ACTIVE|
a9b4c1c6-c25d-4d30-8dbd-9b23303fbebd|GWM|Haval H6|พีเอชอีวี|PHEV|phev|ACTIVE|
ee089bc2-83c9-4318-bdd0-d9b4affd830a|GWM|Haval Jolion|เอชอีวี|HEV|hev|ACTIVE|
16c321fa-4108-444a-997f-1afcbf23a3a6|GWM|Ora 07|อีวี|EV|ev|ACTIVE|
31fd690c-fb5f-469c-afcb-d17cc580060f|GWM|Ora Good Cat|400|400|400|ACTIVE|
31f7fcb0-3f06-4df3-b612-87be2daf0ec8|GWM|Ora Good Cat|500|500|500|ACTIVE|
62a88453-766f-4617-a7b7-1f541daf60a0|GWM|Tank 300|เอชอีวี|HEV|hev|ACTIVE|
6e75e1cf-9ec0-48a2-b4a0-22e7748e24c1|GWM|Tank 500|Diesel|Diesel|gwm-tank-500-diesel|ACTIVE|ICE
1588dcb8-7460-45b5-a2e1-d5f437671221|GWM|Tank 500|เอชอีวี|HEV|hev|ACTIVE|
e5718a30-d21d-4da3-8baf-94141654f242|Honda|Accord|1.5 อีแอล|1.5 EL|1-5-el|ACTIVE|
5d7e2ba2-4739-4de1-9cf8-2259f05d7f3b|Honda|Accord|1.5 อีแอลพลัส|1.5 EL+|1-5-el-plus|ACTIVE|
c742cf68-cff1-4267-95d7-924a017fd3b1|Honda|Accord|อี:เอชอีวี|e:HEV|honda-accord-ehev|ACTIVE|HEV
6f5e409b-0e39-468b-9295-1cb19ffcd312|Honda|Accord|อีเอชอีวี|e:HEV|ehev|ACTIVE|
759c63eb-11fd-4529-bbdb-64820c1a9db5|Honda|BR-V|อื่นๆ|Other|honda-br-v-ice|ACTIVE|ICE
57ad6cdb-ff2d-4fab-bc1f-e9699c91e70a|Honda|BR-V|อาร์เอส|RS|rs|ACTIVE|
e4182d56-8da8-44f0-9674-f65bc2e26b65|Honda|BR-V|วี|V|v|ACTIVE|
1ced17b4-bf63-4220-8257-27cbd9c4d15e|Honda|BR-V|วีพลัส|V+|v-plus|ACTIVE|
f7f9dbb8-ce1e-4885-86d6-77676fb9f60f|Honda|City|อี:เอชอีวี|e:HEV|honda-city-ehev|ACTIVE|HEV
3bd4178f-056a-4cb8-8129-b0628eac2a34|Honda|City|อีเอชอีวี|e:HEV|ehev|ACTIVE|
3d89ebd2-da51-45b8-8c1b-3830a9f3c5a7|Honda|City|อาร์เอส|RS|rs|ACTIVE|
30df4b43-d595-4a3a-94ec-2c971cda2e7e|Honda|City|วี|V|v|ACTIVE|
431694e7-d95a-4100-960e-c0f0c112e5ca|Honda|City|วีพลัส|V+|v-plus|ACTIVE|
dc1a70b5-d73e-4817-aa04-ae1e341eb545|Honda|City Hatchback|อี:เอชอีวี|e:HEV|honda-city-hb-ehev|ACTIVE|HEV
45d6eaac-6895-4783-81e4-bcd47fd7e58c|Honda|City Hatchback|อาร์เอส|RS|rs|ACTIVE|
40043ccc-7624-4d68-942a-79ba447bfa26|Honda|City Hatchback|วี|V|v|ACTIVE|
b4b7c5b7-de5a-4df4-8c17-047747f85247|Honda|City Hatchback|วีพลัส|V+|v-plus|ACTIVE|
b22e9c31-ceba-48dd-bb98-cc068eca33d5|Honda|Civic|อี:เอชอีวี|e:HEV|honda-civic-ehev|ACTIVE|HEV
a8f489dc-3b7f-4de7-8c67-8f8049700150|Honda|Civic|อีเอชอีวี อาร์เอส|e:HEV RS|ehev-rs|ACTIVE|
77919324-6a78-4ae3-9d58-d41706cc9fea|Honda|Civic|อีแอล|EL|el|ACTIVE|
e85106c0-a325-4db7-85db-695ca8796b02|Honda|Civic|อีแอลพลัส|EL+|el-plus|ACTIVE|
5d18f24c-65d1-46df-a78a-cd397cc3bdec|Honda|Civic|อาร์เอส|RS|rs|ACTIVE|
d5f9d36a-3607-4499-82e0-2084d6c2c634|Honda|Civic Type R|เอฟแอลไฟว์|FL5|fl5|ACTIVE|
6eaf1b53-0c17-480d-bfff-add932d4f5a0|Honda|Civic Type R|เทอร์โบ|Turbo|honda-civic-tr-turbo|ACTIVE|ICE
17a8f457-e884-48c5-bc17-bb2f9ecd8cb4|Honda|CR-V|อี|E|e|ACTIVE|
69d4ba97-f968-4e6a-b98a-cc0f214422fe|Honda|CR-V|อี:เอชอีวี|e:HEV|honda-cr-v-ehev|ACTIVE|HEV
34687cb0-df82-4068-894e-82a4a0a460b5|Honda|CR-V|อีแอล|EL|el|ACTIVE|
a5a9cf31-f59c-478c-834f-3586cb5c9d26|Honda|CR-V|อีแอลพลัส|EL+|el-plus|ACTIVE|
9ec52f14-5c64-4e2f-8cdb-5105bd7d964e|Honda|CR-V|อาร์เอส|RS|rs|ACTIVE|
8f1ab8d8-222f-41cc-848a-569a088a8b35|Honda|e:N2|อีวี|EV|ev|ACTIVE|
eef32d6a-5da2-4a6b-93ec-25f898e2b86e|Honda|e:N2|อีวี|EV|honda-en2-ev|ACTIVE|BEV
aa454ead-07d7-43bf-8b25-7ead1945a679|Honda|HR-V|อีเอชอีวี|e:HEV|ehev|ACTIVE|
bd0e1c9f-0f44-4e77-9812-ce95eef25580|Honda|HR-V|อี:เอชอีวี|e:HEV|honda-hr-v-ehev|ACTIVE|HEV
a9e7b90d-ff9d-4340-a41e-d3faba94418f|Honda|HR-V|อีแอล|EL|el|ACTIVE|
ce29cb10-b6a1-4a4c-a79c-f92fa2834058|Honda|HR-V|อีแอลพลัส|EL+|el-plus|ACTIVE|
db055349-6628-45e6-b644-ede866732241|Honda|Super-ONE|อีวี|EV|honda-super-one-ev|ACTIVE|BEV
b1bc7fed-030d-498f-b370-a25f967c42de|Honda|Super-ONE|จี|G|g|ACTIVE|
33fa4630-d978-4425-a665-9e2926781cf1|Honda|Super-ONE|อาร์เอส|RS|rs|ACTIVE|
01d47440-9f58-438d-9946-52d48abfb095|Honda|WR-V|อื่นๆ|Other|honda-wr-v-ice|ACTIVE|ICE
7f5fba90-3ab1-4d68-9ab5-121987adba72|Honda|WR-V|เอส|S|s|ACTIVE|
68abfca1-d50b-4272-8016-ec3449debb79|Honda|WR-V|เอสวี|SV|sv|ACTIVE|
6d82940c-3793-4bd9-a313-165a2a0d5d0b|Hyundai|Ioniq 5|ระยะทางไกล|Long Range|long-range|ACTIVE|
6a4a1910-77c8-4867-b974-f80950745eae|Hyundai|Ioniq 5|เอ็น|N|n|ACTIVE|
7e13b169-f741-4c77-ad99-b46168eaa89e|Hyundai|Ioniq 5|N Line|N Line|hyundai-ioniq-5-n-line|ACTIVE|BEV
db24d812-15ef-442c-b7fc-ac230bc716b0|Hyundai|Ioniq 5|สแตนดาร์ด|Standard|standard|ACTIVE|
f75820f4-e76c-4216-ba2a-21ab4b0692f6|Hyundai|Santa Fe|เอชอีวี|HEV|hev|ACTIVE|
a283d6b9-f5c6-4243-8b1b-d22b15532474|Hyundai|Santa Fe|HEV|HEV|hyundai-santa-fe-hev|ACTIVE|HEV
7d06a9e3-8aa3-484b-847b-f2fe946c39d3|Hyundai|Santa Fe|พีเอชอีวี|PHEV|phev|ACTIVE|
358bd2ce-0352-4056-9a7c-3be6fb479d01|Hyundai|Stargazer|แอดเวนเจอร์|Adventure|adventure|ACTIVE|
1556d193-09eb-485d-be59-cfadd35d2949|Hyundai|Stargazer|เอส|S|s|ACTIVE|
1724a147-357a-4586-ac73-c65b895213fe|Hyundai|Stargazer|เอ็กซ์|X|x|ACTIVE|
5ca55827-c1c4-4e3b-8734-8b814fe0684e|Isuzu|D-Max|ไฮ-แลนเดอร์|Hi-Lander|hi-lander|ACTIVE|
560084b1-0310-492b-b7f2-a4f951df07d4|Isuzu|D-Max|เอส-แค็บ|S-Cab|s-cab|ACTIVE|
69a9b199-da86-45b6-81e9-cc0c35c147c0|Isuzu|D-Max|สปาร์ค|Spark|spark|ACTIVE|
662db1de-2f2e-42cd-aa4b-4264fc9e4fa1|Isuzu|D-Max|วี-ครอส แม็กซ์|V-Cross Max|v-cross-max|ACTIVE|
d8bef579-aab6-490a-8511-4ddcc407cae8|Isuzu|MU-X|ไฮ-แลนเดอร์ 4วีดี|Hi-Lander 4WD|hi-lander-4wd|ACTIVE|
73ccd484-cc5b-4536-9085-b34df8ac0513|Isuzu|MU-X|ขับหลัง|Rear Wheel Drive|rwd|ACTIVE|
87f7ef58-2270-4cfc-b322-d76a9bab715e|Isuzu|MU-X|วี-ครอส แม็กซ์ 4วีดี|V-Cross Max 4WD|v-cross-max-4wd|ACTIVE|
0c73de79-d9a8-4bc8-93bb-af534d002cc9|Jetour|Dashing|เอชอีวี|HEV|hev|ACTIVE|
6732c586-dd9f-41f7-8c89-2761b3141cf6|Jetour|T2|พีเอชอีวี|PHEV|phev|ACTIVE|
abdf554b-edc4-4570-bdd9-2818659d10f4|KG Mobility|Korando|อีวี|EV|ev|ACTIVE|
2c36402e-a811-4e93-be2f-a854599e51ce|KG Mobility|Korando|เอชอีวี|HEV|hev|ACTIVE|
4039d573-49d7-4680-9f9e-8c0fbb432301|KG Mobility|Torres|อีวี|EV|ev|ACTIVE|
2ad76059-7cfd-4c89-80b2-1126fc7cd3b0|Kia|Carnival|อีเอ็กซ์|EX|ex|ACTIVE|
f2c84431-ecbd-409d-a4ff-a9b615385ddd|Kia|Carnival|เอสเอ็กซ์|SX|sx|ACTIVE|
219cbc55-2747-49a9-ac9b-23d962b41a15|Kia|EV6|จีที|GT|gt|ACTIVE|
3d02e168-8dae-4494-aafc-ae8911bf8ccf|Kia|EV6|สแตนดาร์ด|Standard|standard|ACTIVE|
5da331eb-6f8b-47bc-87a1-67e56be0224c|Kia|EV9|อีวี|EV|ev|ACTIVE|
faf33610-0d42-4cad-afc5-a5e63b246bf6|Kia|Sonet|อีเอ็กซ์|EX|ex|ACTIVE|
449c4e9c-413b-4b19-ace5-80739f3adcd7|Kia|Sonet|แอลเอ็กซ์|LX|lx|ACTIVE|
d113a255-04ca-4d72-be0e-358f8714981b|Kia|Sonet|เอสเอ็กซ์|SX|sx|ACTIVE|
73d97aa8-c1f5-4127-9edd-59ee8723a5a8|Kia|Sportage|เอชอีวี|HEV|hev|ACTIVE|
fb4eb870-d51f-4023-8809-d3c6e8b226d7|LDV|D90|เอ็กเซ็กคิวทีฟ|Executive|executive|ACTIVE|
7255bbe0-b329-45e1-8199-33cee12a0a87|Lexus|NX|เอ็นเอ็กซ์ 300เอช|NX 300h|nx-300h|ACTIVE|
e58b2c2b-2c01-4adb-8ecb-ea4762d3bded|Lexus|NX|เอ็นเอ็กซ์ 350เอช|NX 350h|nx-350h|ACTIVE|
f3b3000e-345a-415e-819d-e3001058b390|Lexus|NX|เอ็นเอ็กซ์ 450เอช+|NX 450h+|nx-450h-plus|ACTIVE|
c475aead-8b9a-480c-802e-9c08bccfc26d|Lexus|RX|อาร์เอ็กซ์ 350เอช|RX 350h|rx-350h|ACTIVE|
dca55a6f-9309-47b5-bb3c-f07ef19605b1|Lexus|RX|อาร์เอ็กซ์ 500เอช|RX 500h|rx-500h|ACTIVE|
e396ec96-d32a-41de-bb64-f4ed873261b7|Lexus|RZ|450อี|450e|450e|ACTIVE|
5d3aec59-ff59-4107-8bb0-1098283a6cea|Mazda|6e|อีวี|EV|ev|ACTIVE|
97bf497d-0d09-4404-b2e9-699daf1be07b|Mazda|6e|Standard|Standard|mazda-6e-standard|ACTIVE|BEV
23a96301-f45c-4406-86e7-ed6319d81aa5|Mazda|CX-3|1.3 เอส|1.3 S|1-3-s|ACTIVE|
2fad659b-418e-4c0a-85b8-893a5bbcbac1|Mazda|CX-3|1.3 เอสพี|1.3 SP|1-3-sp|ACTIVE|
bc2e8bbc-e4fc-4b3f-9468-1b39c1909e49|Mazda|CX-30|2.0 เอส|2.0 S|2-0-s|ACTIVE|
9f8ead0c-5476-4c85-ae9e-5b4674962374|Mazda|CX-30|2.0 เอสพี|2.0 SP|2-0-sp|ACTIVE|
29d15eb7-9050-4ecc-857b-cedfb22d2b6b|Mazda|CX-5|2.0 เอส|2.0 S|2-0-s|ACTIVE|
cd4b51e5-20b5-4dfc-b41a-a4ba14878334|Mazda|CX-5|2.2 เอกซ์ดีแอล|2.2 XDL|2-2-xdl|ACTIVE|
03255583-64f7-4e35-aed0-2417484124d2|Mazda|CX-5|2.5 เอสพี|2.5 SP|2-5-sp|ACTIVE|
73232154-b1b1-4641-ba15-9124b0ebc11c|Mazda|CX-80|3.3 ดีเซล|3.3 DIESEL|3-3-diesel|ACTIVE|
d23ebaea-3279-4705-9988-530a8472e162|Mazda|CX-80|3.3 เอชอีวี|3.3 HEV|3-3-hev|ACTIVE|
06dd3e16-9510-4382-b33d-11879982d1d3|Mazda|Mazda2|1.3 อาร์|1.3 R|1-3-r|ACTIVE|
97de288d-9ab2-4d37-be08-397cd77b4493|Mazda|Mazda2|1.3 เอส|1.3 S|1-3-s|ACTIVE|
d06f4e27-ea2c-4f6a-8665-26d80ef67deb|Mazda|Mazda2|1.5 สปอร์ตส์|1.5 Sports|1-5-sports|ACTIVE|
2aa5608f-4f71-4a32-8c72-efd4aba4161d|Mazda|Mazda3|2.0 เอส|2.0 S|2-0-s|ACTIVE|
a8b09dd0-8748-407a-8b99-028a0b3ef540|Mazda|Mazda3|2.0 เอสพี|2.0 SP|2-0-sp|ACTIVE|
9dd2cb63-b4dc-4e66-8675-87dbb3a1da96|Mercedes-Benz|A-Class|A 200|A 200|a-200|ACTIVE|
fad320e5-c80a-46eb-bb24-2cf5b9721831|Mercedes-Benz|C-Class|C 200|C 200|c-200|ACTIVE|
55e96f17-36f0-44c3-8087-1b04daa8f1e5|Mercedes-Benz|C-Class|C 300|C 300|c-300|ACTIVE|
90104be1-2ace-418f-840e-36230b8f681c|Mercedes-Benz|E-Class|E 300|E 300|e-300|ACTIVE|
f789356d-204b-425a-b811-4bd203929be9|Mercedes-Benz|EQA|อีคิวเอ 250|EQA 250|eqa-250|ACTIVE|
e9502006-8df8-4dc7-9b69-59c0e194cf50|Mercedes-Benz|EQB|อีคิวบี 300|EQB 300|eqb-300|ACTIVE|
68be7e0b-f749-45a9-9a9e-ed3b4e87af4b|Mercedes-Benz|GLA|จีแอลเอ 200|GLA 200|gla-200|ACTIVE|
b7879243-1468-4e4b-811d-107b399996af|Mercedes-Benz|GLC|จีแอลซี 300|GLC 300|glc-300|ACTIVE|
5318113a-e2dc-4400-82b0-ca8c96a7c622|Mercedes-Benz|GLE|จีแอลอี 300 ดี|GLE 300 d|gle-300d|ACTIVE|
5a24628a-7d1e-427c-a4c2-d90357fce9b0|MG|CYBERSTER|อีวี|EV|mg-cyberster-ev|ACTIVE|BEV
e29ce6f7-67a9-4344-bc1f-e466f50800fa|MG|CYBERSTER|อีวี|EV|ev|ACTIVE|
292d23ad-e707-49b2-bb6b-cec2dc9a7322|MG|EP Plus|อีวี|EV|mg-ep-ev|ACTIVE|BEV
d330edb6-2055-4477-9e5a-b17b06e428ce|MG|EP Plus|ระยะทางมาตรฐาน|Standard Range|standard-range|ACTIVE|
89d3033e-9567-4301-868f-6faa80d63520|MG|ES|คอมฟอร์ต|Comfort|comfort|ACTIVE|
dad84bde-9f4c-4760-a575-c5f085357597|MG|ES|อีวี|EV|mg-es-ev|ACTIVE|BEV
82d629aa-f825-4172-bd2c-3bdc0ac8ee98|MG|ES|ลักชัวรี|Luxury|luxury|ACTIVE|
6070266e-6ea2-4330-9e10-ec23dee8fc6e|MG|EXTENDER|ดีซี|DC|mg-extender-dc|ACTIVE|ICE
6e6ba58c-4b7f-4747-bbdf-ff4ee814ed1d|MG|EXTENDER|จี|G|g|ACTIVE|
2cebaf6a-75d2-4a5f-bf53-232cdde7d213|MG|EXTENDER|เอ็กซ์|X|x|ACTIVE|
0aa95e6f-f2d2-4542-8efb-e7bdbd6b4ff2|MG|HS PHEV|คอมฟอร์ต|Comfort|comfort|ACTIVE|
d2b931c7-a5af-42fc-b4af-9af1f4864b9a|MG|HS PHEV|ลักชัวรี|Luxury|luxury|ACTIVE|
fbf4cfa6-aa8e-466b-9c45-a115b6ff7525|MG|HS PHEV|พรีเมียม|Premium|mg-hs-phev-premium|ACTIVE|PHEV
7378e6d5-caf7-4a52-8533-4b42a56ea908|MG|IM5|อีวี|EV|mg-im5-ev|ACTIVE|BEV
a78fab88-0ebb-4d74-92d4-02f774272588|MG|IM5|ลักชัวรี|Luxury|luxury|ACTIVE|
75dcefa2-bd4c-4fef-a905-0900eb531873|MG|IM5|สแตนดาร์ด|Standard|standard|ACTIVE|
08cfa4eb-8677-4cf6-aefa-94b187bbcf09|MG|IM6|อีวี|EV|mg-im6-ev|ACTIVE|BEV
09dc62cb-3082-4825-82c2-8fb66a2546ee|MG|IM6|ลักชัวรี|Luxury|luxury|ACTIVE|
ce2a3878-31b8-4b9a-b50d-6a485c577ff9|MG|IM6|สแตนดาร์ด|Standard|standard|ACTIVE|
7d114adc-25a8-4c9d-874e-70a69c4a22c6|MG|MAXUS 7|อีวี|EV|ev|ACTIVE|
c7faae87-461d-468b-889b-e9d864ec0327|MG|MAXUS 7|อีวี|EV|mg-maxus7-ev|ACTIVE|BEV
b44e4c65-26ee-4259-9ba6-20dc734d4df1|MG|MAXUS 9|อีวี|EV|ev|ACTIVE|
b1d71d90-33cb-4aeb-a8a5-b02c4ea26129|MG|MAXUS 9|อีวี|EV|mg-maxus9-ev|ACTIVE|BEV
c7836745-6048-4972-8406-a3b91337c2d2|MG|MG3 HYBRID+|ดี|D|d|ACTIVE|
fcd9e31e-44b9-4878-bb89-88bc0a2535c1|MG|MG3 HYBRID+|ไฮบริด+|HYBRID+|mg3-hybrid-plus|ACTIVE|HEV
6a2a32bf-9427-4121-84bf-aa423b4c1f7d|MG|MG3 HYBRID+|เอ็กซ์|X|x|ACTIVE|
60e9b7e9-ffca-4d8c-857a-66ea3479ceec|MG|MG4|300 สแตนดาร์ด|300 Standard|300-standard|ACTIVE|
e5736daa-50af-4248-b0a5-fb69c66cb3d6|MG|MG4|520|520|520|ACTIVE|
cbe7ceca-7bfd-4bf9-aa08-d47c7cf6872b|MG|MG4|สแตนดาร์ด|Standard|mg4-standard|ACTIVE|BEV
b93c2d8a-ad34-4545-aa8d-834fb047578c|MG|MG4|เอ็กซ์พาวเวอร์ เอดับบลิวดี|XPOWER AWD|xpower-awd|ACTIVE|
900d3a3d-6a9f-48bb-ba6b-99434bd26bf2|MG|MG5|ดี|D|d|ACTIVE|
ab9f09df-f7e4-4ab0-bda7-50bb5e8b9141|MG|MG5|สแตนดาร์ด|Standard|mg5-standard|ACTIVE|ICE
ab7bdaeb-7509-4488-84e7-7c12320bf2f7|MG|MG5|เอ็กซ์|X|x|ACTIVE|
b24fa480-7958-40dd-913a-5a08b504736a|MG|MG Urban|Standard|Standard|standard|ACTIVE|
d696cff5-937a-411e-96be-9598c92044e0|MG|S5 EV PLUS|อีวี พลัส|EV PLUS|mg-s5-ev|ACTIVE|BEV
