2b370f69-e149-49db-976e-fe989aa36797|MG|MG4|Standard||88.00||||secondary_automotive_media|https://www.headlightmag.com/official-price-mg4-my2026-2/
37a56707-9d79-408d-848a-6059d0b242a2|MG|S5 EV PLUS|EV PLUS||88.00||||secondary_automotive_media|https://www.9carthai.com/mg-price/
7a629773-3388-4226-baef-e9315f5b02c2|MG|IM5|EV||150.00||||secondary_automotive_media|https://www.headlightmag.com/official-price-mg-im-5-long-range-rwd/
